example_id                                                        | status | run_time        |
./spec/models/role_spec.rb[1:2:1]                                 | passed | 0.00394 seconds |
./spec/models/role_spec.rb[1:2:2]                                 | passed | 0.00344 seconds |
./spec/models/role_spec.rb[1:2:3]                                 | passed | 0.00351 seconds |
./spec/models/role_spec.rb[1:2:4]                                 | passed | 0.00366 seconds |
./spec/models/role_spec.rb[1:3:1]                                 | passed | 0.01911 seconds |
./spec/models/role_spec.rb[1:3:2]                                 | passed | 0.0204 seconds  |
./spec/models/role_spec.rb[1:4:1]                                 | passed | 0.01227 seconds |
./spec/models/role_spec.rb[1:4:2]                                 | passed | 0.01101 seconds |
./spec/models/role_spec.rb[1:5:1]                                 | passed | 0.00959 seconds |
./spec/models/role_spec.rb[1:5:2]                                 | passed | 0.00831 seconds |
./spec/models/role_spec.rb[1:6:1]                                 | passed | 0.02606 seconds |
./spec/models/role_spec.rb[1:7:1]                                 | passed | 0.04046 seconds |
./spec/models/role_spec.rb[1:7:2]                                 | passed | 0.02976 seconds |
./spec/models/role_spec.rb[1:8:1]                                 | passed | 0.00358 seconds |
./spec/models/session_spec.rb[1:1:1]                              | passed | 0.01422 seconds |
./spec/models/session_spec.rb[1:1:2]                              | passed | 0.0143 seconds  |
./spec/models/session_spec.rb[1:1:3]                              | passed | 0.03788 seconds |
./spec/models/session_spec.rb[1:2:1:1]                            | passed | 0.05841 seconds |
./spec/models/session_spec.rb[1:2:2:1]                            | passed | 0.04695 seconds |
./spec/models/session_spec.rb[1:2:3:1]                            | passed | 0.04843 seconds |
./spec/models/session_spec.rb[1:3:1]                              | passed | 0.04155 seconds |
./spec/models/session_spec.rb[1:3:2]                              | passed | 0.0398 seconds  |
./spec/models/session_spec.rb[1:3:3]                              | passed | 0.04229 seconds |
./spec/models/session_spec.rb[1:4:1]                              | passed | 0.05057 seconds |
./spec/models/session_spec.rb[1:4:2]                              | passed | 0.05205 seconds |
./spec/models/session_spec.rb[1:4:3]                              | passed | 0.04899 seconds |
./spec/models/session_spec.rb[1:4:4]                              | passed | 0.04611 seconds |
./spec/models/session_spec.rb[1:4:5]                              | passed | 0.0408 seconds  |
./spec/models/session_spec.rb[1:5:1]                              | passed | 0.04148 seconds |
./spec/models/session_spec.rb[1:5:2]                              | passed | 0.04203 seconds |
./spec/models/session_spec.rb[1:5:3]                              | passed | 0.0395 seconds  |
./spec/models/token_blacklist_spec.rb[1:1:1]                      | passed | 0.01623 seconds |
./spec/models/token_blacklist_spec.rb[1:1:2]                      | passed | 0.04663 seconds |
./spec/models/token_blacklist_spec.rb[1:1:3]                      | passed | 0.01542 seconds |
./spec/models/token_blacklist_spec.rb[1:1:4]                      | passed | 0.0168 seconds  |
./spec/models/token_blacklist_spec.rb[1:1:5]                      | passed | 0.01654 seconds |
./spec/models/token_blacklist_spec.rb[1:1:6]                      | passed | 0.01514 seconds |
./spec/models/token_blacklist_spec.rb[1:1:7]                      | passed | 0.01487 seconds |
./spec/models/token_blacklist_spec.rb[1:1:8]                      | passed | 0.01466 seconds |
./spec/models/token_blacklist_spec.rb[1:1:9]                      | passed | 0.01466 seconds |
./spec/models/token_blacklist_spec.rb[1:2:1:1]                    | passed | 0.07615 seconds |
./spec/models/token_blacklist_spec.rb[1:2:2:1]                    | passed | 0.08013 seconds |
./spec/models/token_blacklist_spec.rb[1:3:1]                      | passed | 0.04083 seconds |
./spec/models/token_blacklist_spec.rb[1:3:2]                      | passed | 0.0073 seconds  |
./spec/models/token_blacklist_spec.rb[1:3:3]                      | passed | 0.04127 seconds |
./spec/models/token_blacklist_spec.rb[1:4:1]                      | passed | 0.01283 seconds |
./spec/models/token_blacklist_spec.rb[1:4:2]                      | passed | 0.01357 seconds |
./spec/models/token_blacklist_spec.rb[1:5:1]                      | passed | 0.01408 seconds |
./spec/models/token_blacklist_spec.rb[1:5:2]                      | passed | 0.01426 seconds |
